BattSchedule_MW,SOC_percent,EnergyPriceDA_$perMWh,EnergyProfit_$,ecrsCapacity,ecrsPrice_$perMW,ecrsRev_$,rrsCapacity,rrsPrice_$perMW,rrsRev_$,non_spinCapacity,non_spinPrice_$perMW,non_spinRev_$,reg_upCapacity,reg_upPrice_$perMW,reg_upRev_$,reg_downCapacity,reg_downPrice_$perMW,reg_downRev_$,CapacityObligation
-0.66,0.50,18.09,-11.88,0.15,1.70,0.24,0.50,1.50,0.69,0.00,1.50,0.00,0.05,1.83,0.08,0.05,1.02,0.05,0.00
-0.02,0.80,17.71,-0.27,0.45,1.47,0.61,0.50,1.47,0.68,0.00,1.48,0.00,0.05,1.91,0.09,0.05,1.25,0.06,0.00
-0.45,0.80,17.16,-7.67,0.45,1.50,0.62,0.50,1.50,0.69,0.00,1.50,0.00,0.05,1.83,0.08,0.05,1.36,0.07,0.00
-0.02,1.00,18.68,-0.28,0.25,1.35,0.31,0.50,1.40,0.64,0.20,1.48,0.27,0.05,2.40,0.11,0.05,1.25,0.06,0.00
-0.02,1.00,24.64,-0.38,0.25,1.60,0.37,0.50,1.60,0.74,0.20,2.25,0.41,0.05,5.19,0.24,0.05,1.13,0.06,0.00
0.25,1.00,48.76,11.22,0.50,15.88,7.30,0.00,5.00,0.00,0.20,18.57,3.41,0.05,18.94,0.87,0.05,2.60,0.13,0.00
0.07,0.87,41.08,2.65,0.50,5.22,2.40,0.33,2.97,0.90,0.05,5.10,0.24,0.05,3.49,0.16,0.05,1.99,0.10,0.00
0.00,0.83,35.26,0.00,0.50,3.00,1.38,0.45,1.68,0.70,0.00,3.00,0.00,0.05,2.19,0.10,0.05,1.80,0.09,0.00
0.00,0.82,30.71,0.00,0.49,2.50,1.12,0.46,1.50,0.64,0.00,3.00,0.00,0.05,1.83,0.08,0.05,1.56,0.08,0.00
0.00,0.81,27.97,0.00,0.47,2.50,1.08,0.48,1.50,0.66,0.00,2.30,0.00,0.05,2.30,0.11,0.05,1.37,0.07,0.00
0.00,0.80,29.09,0.00,0.45,0.94,0.39,0.50,1.01,0.46,0.00,1.75,0.01,0.05,1.47,0.07,0.05,1.26,0.06,0.00
0.00,0.80,26.50,0.00,0.45,0.95,0.39,0.50,1.01,0.46,0.00,1.15,0.00,0.05,1.51,0.07,0.05,1.25,0.06,0.00
0.00,0.79,27.05,0.00,0.44,0.88,0.36,0.50,1.01,0.46,0.00,0.88,0.00,0.05,1.49,0.07,0.05,0.60,0.03,0.00
-0.07,0.78,24.46,-1.67,0.43,0.88,0.35,0.50,1.00,0.46,0.00,0.88,0.00,0.05,1.33,0.06,0.05,0.66,0.03,0.00
0.00,0.81,24.46,0.00,0.44,0.88,0.36,0.50,1.00,0.46,0.01,1.01,0.01,0.05,1.45,0.07,0.05,0.21,0.01,0.00
-0.45,0.80,24.32,-10.87,0.45,0.94,0.39,0.50,1.00,0.46,0.00,1.01,0.00,0.05,1.33,0.06,0.05,0.36,0.02,0.00
-0.02,1.00,26.19,-0.40,0.25,0.94,0.22,0.50,1.00,0.46,0.20,1.04,0.19,0.05,2.69,0.12,0.05,0.70,0.03,0.00
-0.02,1.00,29.02,-0.44,0.25,0.87,0.20,0.50,1.00,0.46,0.20,1.12,0.21,0.05,3.54,0.16,0.05,1.50,0.07,0.00
0.25,1.00,44.31,10.19,0.50,4.99,2.29,0.00,2.00,0.00,0.20,9.15,1.68,0.05,3.78,0.17,0.05,1.80,0.09,0.00
0.61,0.87,47.61,26.84,0.00,6.21,0.00,0.00,2.00,0.00,0.39,13.65,4.85,0.00,2.98,0.00,0.05,2.63,0.13,0.00
0.54,0.56,35.30,17.41,0.46,15.62,6.66,0.00,2.00,0.00,0.00,9.20,0.00,0.00,2.00,0.00,0.05,4.98,0.25,0.00
0.00,0.29,24.90,0.00,0.19,9.00,1.53,0.00,2.00,0.00,0.00,2.72,0.00,0.05,2.89,0.13,0.05,2.00,0.10,0.00
0.00,0.28,20.32,0.00,0.00,2.50,0.00,0.37,1.50,0.51,0.00,1.45,0.00,0.05,2.00,0.09,0.05,1.25,0.06,0.00
0.00,0.28,19.18,0.00,0.00,1.70,0.00,0.36,1.50,0.50,0.00,1.50,0.00,0.05,2.10,0.10,0.05,1.25,0.06,0.00
-0.16,0.28,17.02,-2.75,0.00,1.40,0.00,0.36,1.40,0.46,0.00,1.48,0.00,0.05,1.98,0.09,0.05,0.13,0.01,0.00
0.00,0.35,16.65,0.00,0.00,1.28,0.00,0.50,1.28,0.59,0.00,1.48,0.00,0.05,1.97,0.09,0.05,1.25,0.06,0.00
-0.95,0.35,15.58,-14.76,0.00,1.15,0.00,0.50,1.15,0.53,0.00,1.50,0.00,0.05,1.62,0.07,0.05,1.25,0.06,0.00
-0.48,0.79,15.38,-7.35,0.44,1.20,0.48,0.50,1.20,0.55,0.00,1.50,0.00,0.05,1.72,0.08,0.05,1.25,0.06,0.00
-0.02,1.00,19.65,-0.30,0.25,1.70,0.39,0.50,1.70,0.78,0.20,2.04,0.37,0.05,4.99,0.23,0.05,0.22,0.01,0.00
0.95,1.00,45.00,39.30,0.00,7.99,0.00,0.00,5.00,0.00,0.00,5.09,0.00,0.05,15.00,0.69,0.05,2.24,0.11,0.00
0.53,0.52,36.03,17.41,0.42,3.00,1.17,0.00,2.00,0.00,0.00,3.00,0.00,0.05,2.50,0.11,0.05,1.13,0.06,0.00
0.00,0.26,30.58,0.00,0.00,2.00,0.00,0.31,1.50,0.43,0.00,2.72,0.00,0.05,2.00,0.09,0.05,0.73,0.04,0.00
0.00,0.26,26.30,0.00,0.00,2.00,0.00,0.31,1.50,0.43,0.00,2.72,0.00,0.05,1.83,0.08,0.05,0.09,0.00,0.00
0.00,0.25,22.41,0.00,0.00,1.49,0.00,0.31,1.49,0.42,0.00,2.00,0.00,0.05,2.00,0.09,0.05,0.32,0.02,0.00
-0.21,0.25,18.79,-4.02,0.00,0.95,0.00,0.31,1.01,0.28,0.00,0.99,0.00,0.05,1.34,0.06,0.05,1.49,0.07,0.00
-0.95,0.35,17.17,-16.26,0.00,0.94,0.00,0.50,1.00,0.46,0.00,0.99,0.00,0.05,1.33,0.06,0.05,1.53,0.08,0.00
-0.05,0.79,17.95,-0.84,0.44,0.81,0.32,0.50,1.00,0.46,0.00,0.82,0.00,0.05,1.33,0.06,0.05,1.51,0.08,0.00
-0.45,0.80,17.75,-7.93,0.45,0.88,0.36,0.50,1.00,0.46,0.00,0.82,0.00,0.05,1.33,0.06,0.05,1.49,0.07,0.00
-0.02,1.00,18.14,-0.28,0.25,0.88,0.20,0.50,1.00,0.46,0.20,0.99,0.18,0.05,1.45,0.07,0.05,1.25,0.06,0.00
0.00,1.00,19.30,0.00,0.25,0.94,0.22,0.50,1.00,0.46,0.20,0.99,0.18,0.05,1.46,0.07,0.05,1.25,0.06,0.00
0.00,0.99,20.04,0.00,0.26,0.94,0.22,0.50,1.00,0.46,0.19,0.99,0.18,0.05,2.39,0.11,0.05,1.25,0.06,0.00
0.00,0.99,22.14,0.00,0.26,0.87,0.21,0.50,1.00,0.46,0.19,1.17,0.20,0.05,4.99,0.23,0.05,1.62,0.08,0.00
0.72,0.98,30.04,19.79,0.00,2.04,0.00,0.00,2.00,0.00,0.23,2.04,0.44,0.05,3.98,0.18,0.05,2.00,0.10,0.00
0.41,0.62,28.23,10.76,0.50,3.00,1.38,0.04,2.00,0.07,0.00,2.14,0.00,0.05,2.33,0.11,0.05,2.25,0.11,0.00
0.00,0.41,21.23,0.00,0.31,5.49,1.54,0.00,2.00,0.00,0.00,2.15,0.00,0.05,3.19,0.15,0.05,11.34,0.57,0.00
0.00,0.40,18.37,0.00,0.05,3.88,0.19,0.50,2.00,0.92,0.00,2.00,0.00,0.05,2.33,0.11,0.05,2.69,0.13,0.00
0.00,0.40,16.64,0.00,0.05,2.68,0.12,0.50,1.50,0.69,0.00,1.45,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.00,0.40,14.95,0.00,0.05,2.00,0.08,0.50,1.50,0.69,0.00,1.48,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.00,0.39,11.74,0.00,0.04,1.95,0.08,0.50,1.50,0.69,0.00,1.48,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.95,0.39,10.22,-9.68,0.04,1.55,0.06,0.50,1.47,0.68,0.00,1.48,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.39,0.83,10.13,-3.98,0.50,1.96,0.90,0.45,1.40,0.58,0.00,1.50,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.02,1.00,12.94,-0.20,0.25,1.40,0.32,0.50,1.40,0.64,0.20,1.45,0.27,0.05,2.25,0.10,0.05,2.00,0.10,0.00
0.00,1.00,16.68,0.00,0.50,2.00,0.92,0.33,1.50,0.46,0.12,1.70,0.18,0.05,3.58,0.16,0.05,2.00,0.10,0.00
0.00,0.99,29.00,0.00,0.50,6.00,2.76,0.45,5.00,2.07,0.00,2.00,0.00,0.05,7.90,0.36,0.05,4.16,0.21,0.00
0.00,0.98,24.38,0.00,0.50,2.00,0.92,0.45,1.67,0.69,0.00,1.17,0.00,0.05,2.00,0.09,0.05,1.59,0.08,0.00
0.00,0.98,20.67,0.00,0.50,1.95,0.90,0.45,1.50,0.62,0.00,1.17,0.00,0.05,2.00,0.09,0.05,1.54,0.08,0.00
0.00,0.97,21.07,0.00,0.50,1.95,0.90,0.45,1.50,0.62,0.00,1.15,0.00,0.05,1.83,0.08,0.05,1.56,0.08,0.00
0.00,0.96,19.62,0.00,0.50,1.28,0.59,0.45,1.28,0.53,0.00,0.99,0.00,0.05,1.80,0.08,0.05,2.00,0.10,0.00
0.00,0.96,18.56,0.00,0.45,0.95,0.39,0.50,1.00,0.46,0.00,0.94,0.00,0.05,1.15,0.05,0.05,2.00,0.10,0.00
0.00,0.95,18.07,0.00,0.30,0.94,0.26,0.50,1.00,0.46,0.15,0.94,0.13,0.05,1.33,0.06,0.05,2.00,0.10,0.00
0.00,0.94,16.50,0.00,0.45,0.88,0.36,0.50,1.00,0.46,0.00,0.81,0.00,0.05,1.49,0.07,0.05,4.98,0.25,0.00
0.00,0.93,16.04,0.00,0.45,0.94,0.39,0.50,1.00,0.46,0.00,0.81,0.00,0.05,1.47,0.07,0.05,2.00,0.10,0.00
-0.17,0.93,15.83,-2.73,0.32,0.94,0.28,0.50,1.00,0.46,0.13,0.98,0.11,0.05,1.60,0.07,0.05,4.98,0.25,0.00
-0.02,1.00,16.45,-0.25,0.25,0.95,0.22,0.50,1.00,0.46,0.20,0.98,0.18,0.05,1.55,0.07,0.05,4.98,0.25,0.00
0.00,1.00,18.37,0.00,0.45,1.00,0.41,0.50,1.00,0.46,0.00,0.98,0.00,0.05,2.39,0.11,0.05,2.00,0.10,0.00
0.00,0.99,22.11,0.00,0.26,0.90,0.21,0.50,1.01,0.46,0.19,1.12,0.20,0.05,2.52,0.12,0.05,1.56,0.08,0.00
0.95,0.99,28.35,24.77,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.15,0.00,0.05,2.99,0.14,0.05,1.25,0.06,0.00
0.58,0.51,28.24,15.15,0.42,2.49,0.95,0.00,1.97,0.00,0.00,2.25,0.00,0.00,2.00,0.00,0.05,2.00,0.10,0.00
0.00,0.22,20.91,0.00,0.12,4.88,0.52,0.00,2.00,0.00,0.00,2.72,0.00,0.05,2.00,0.09,0.05,3.50,0.17,0.00
0.00,0.21,18.03,0.00,0.11,3.92,0.41,0.00,1.67,0.00,0.00,2.25,0.00,0.05,2.00,0.09,0.05,3.14,0.16,0.00
0.00,0.21,16.81,0.00,0.00,2.47,0.00,0.23,1.47,0.30,0.00,1.17,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
0.00,0.21,15.00,0.00,0.00,1.96,0.00,0.22,1.40,0.29,0.00,1.17,0.00,0.05,1.98,0.09,0.05,2.00,0.10,0.00
0.00,0.21,10.83,0.00,0.00,1.75,0.00,0.22,1.40,0.28,0.00,1.15,0.00,0.05,2.00,0.09,0.05,1.98,0.10,0.00
-0.78,0.21,8.24,-6.39,0.00,1.38,0.00,0.22,1.38,0.28,0.00,1.15,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.95,0.57,6.95,-6.58,0.22,1.53,0.30,0.50,1.40,0.64,0.00,1.23,0.00,0.05,1.98,0.09,0.05,2.00,0.10,0.00
-0.02,1.00,10.04,-0.15,0.45,1.25,0.52,0.50,1.25,0.57,0.00,1.23,0.00,0.05,2.10,0.10,0.05,2.00,0.10,0.00
-0.02,1.00,18.30,-0.28,0.25,1.65,0.38,0.50,1.65,0.76,0.20,2.00,0.37,0.05,3.65,0.17,0.05,4.49,0.22,0.00
0.00,1.00,40.12,0.00,0.50,4.18,1.92,0.33,3.18,0.98,0.12,4.18,0.45,0.05,6.72,0.31,0.05,2.87,0.14,0.00
0.00,0.99,36.46,0.00,0.50,2.00,0.92,0.34,1.97,0.61,0.11,2.00,0.20,0.05,2.30,0.11,0.05,1.55,0.08,0.00
0.00,0.98,33.81,0.00,0.50,1.96,0.90,0.34,1.50,0.47,0.11,2.72,0.26,0.05,1.83,0.08,0.05,1.43,0.07,0.00
0.00,0.98,34.16,0.00,0.50,1.94,0.89,0.35,1.25,0.40,0.10,2.72,0.25,0.05,1.25,0.06,0.05,1.25,0.06,0.00
0.00,0.97,32.30,0.00,0.50,2.00,0.92,0.45,1.49,0.62,0.00,1.48,0.00,0.05,1.82,0.08,0.05,1.25,0.06,0.00
0.00,0.96,32.08,0.00,0.50,1.00,0.46,0.45,1.00,0.41,0.00,0.97,0.00,0.05,1.47,0.07,0.05,2.00,0.10,0.00
0.00,0.95,30.71,0.00,0.45,1.00,0.41,0.50,1.00,0.46,0.00,0.93,0.00,0.05,1.80,0.08,0.05,1.25,0.06,0.00
0.00,0.95,30.03,0.00,0.45,0.94,0.39,0.50,1.00,0.46,0.00,0.40,0.00,0.05,1.80,0.08,0.05,1.25,0.06,0.00
0.00,0.94,27.45,0.00,0.45,0.94,0.39,0.50,1.00,0.46,0.00,0.40,0.00,0.05,1.76,0.08,0.05,1.25,0.06,0.00
-0.16,0.93,27.10,-4.35,0.32,0.95,0.28,0.50,1.00,0.46,0.13,0.96,0.12,0.05,1.80,0.08,0.05,0.50,0.02,0.00
-0.02,1.00,28.57,-0.44,0.25,0.95,0.22,0.50,1.00,0.46,0.20,0.96,0.18,0.05,1.80,0.08,0.05,0.61,0.03,0.00
0.00,1.00,30.08,0.00,0.45,1.00,0.41,0.50,1.00,0.46,0.00,0.97,0.00,0.05,2.15,0.10,0.05,1.25,0.06,0.00
0.00,0.99,35.11,0.00,0.26,0.87,0.21,0.50,1.01,0.46,0.19,1.50,0.27,0.05,2.69,0.12,0.05,1.41,0.07,0.00
0.55,0.99,47.49,24.20,0.00,3.09,0.00,0.00,2.00,0.00,0.45,7.49,3.07,0.00,2.45,0.00,0.05,1.95,0.10,0.00
0.69,0.70,50.29,32.12,0.00,5.00,0.00,0.00,2.00,0.00,0.31,10.30,2.89,0.00,2.00,0.00,0.05,2.00,0.10,0.00
0.50,0.36,33.47,15.51,0.25,12.42,2.91,0.00,4.00,0.00,0.00,6.56,0.00,0.05,2.00,0.09,0.05,4.65,0.23,0.00
-0.00,0.10,19.96,-0.00,0.00,3.03,0.00,0.00,1.50,0.00,0.00,2.60,0.00,0.05,2.00,0.09,0.05,2.00,0.10,0.00
-0.00,0.10,18.60,-0.00,0.00,2.00,0.00,0.00,1.30,0.00,0.00,1.00,0.00,0.05,1.98,0.09,0.05,1.98,0.10,0.00
0.00,0.10,18.17,0.00,0.00,1.94,0.00,0.00,1.30,0.00,0.00,1.11,0.00,0.05,1.98,0.09,0.05,1.98,0.10,0.00
-0.54,0.10,15.39,-8.32,0.00,1.38,0.00,0.00,1.30,0.00,0.00,1.00,0.00,0.05,1.88,0.09,0.05,1.78,0.09,0.00
-0.47,0.35,14.75,-6.98,0.00,1.05,0.00,0.50,1.05,0.48,0.00,1.00,0.00,0.05,1.98,0.09,0.05,1.57,0.08,0.00
-0.95,0.57,14.07,-13.33,0.22,1.19,0.24,0.50,1.12,0.51,0.00,1.12,0.00,0.05,1.70,0.08,0.05,2.00,0.10,0.00
-0.02,1.00,14.47,-0.22,0.25,1.01,0.23,0.50,1.01,0.46,0.20,1.11,0.20,0.05,2.25,0.10,0.05,2.29,0.11,0.00
-0.02,1.00,19.49,-0.30,0.45,1.50,0.62,0.50,1.50,0.69,0.00,1.23,0.00,0.05,3.85,0.18,0.05,2.00,0.10,0.00
0.00,1.00,36.81,0.00,0.50,8.81,4.05,0.45,5.00,2.07,0.00,4.60,0.00,0.05,9.30,0.43,0.05,2.79,0.14,0.00
0.00,0.99,34.79,0.00,0.50,3.09,1.42,0.34,2.00,0.62,0.11,3.09,0.32,0.05,2.33,0.11,0.05,1.92,0.10,0.00
0.13,0.98,37.13,4.29,0.50,2.00,0.92,0.18,1.50,0.24,0.15,3.02,0.41,0.05,1.83,0.08,0.05,1.39,0.07,0.00
0.59,0.91,36.83,19.97,0.00,1.96,0.00,0.00,1.01,0.00,0.41,3.60,1.36,0.00,1.25,0.00,0.05,1.54,0.08,0.00
0.00,0.62,30.84,0.00,0.27,2.00,0.49,0.50,1.01,0.46,0.00,2.60,0.00,0.05,1.34,0.06,0.05,1.57,0.08,0.00
0.00,0.61,29.88,0.00,0.26,1.00,0.24,0.50,1.00,0.46,0.00,0.96,0.00,0.05,1.47,0.07,0.05,2.00,0.10,0.00
0.00,0.61,27.43,0.00,0.26,1.00,0.23,0.50,1.00,0.46,0.00,0.92,0.00,0.05,1.51,0.07,0.05,1.53,0.08,0.00
0.20,0.60,33.24,6.11,0.25,1.00,0.23,0.50,1.00,0.46,0.00,0.92,0.00,0.05,1.49,0.07,0.05,1.25,0.06,0.00
0.30,0.50,32.53,9.11,0.15,1.00,0.13,0.50,1.00,0.46,0.00,0.92,0.00,0.05,1.47,0.07,0.05,1.25,0.06,0.00
0.47,0.34,31.90,13.85,0.00,1.00,0.00,0.48,1.00,0.44,0.00,1.23,0.00,0.05,1.50,0.07,0.05,1.25,0.06,0.00
0.00,0.10,26.55,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.11,0.00,0.05,1.50,0.07,0.05,1.48,0.07,0.00
0.00,0.10,27.18,0.00,0.00,1.01,0.00,0.00,1.01,0.00,0.00,1.15,0.00,0.05,2.00,0.09,0.05,1.48,0.07,0.00
0.00,0.10,25.11,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.25,0.00,0.05,2.89,0.13,0.05,2.00,0.10,0.00
0.00,0.10,22.45,0.00,0.00,2.86,0.00,0.00,1.86,0.00,0.00,2.72,0.00,0.05,2.99,0.14,0.05,2.64,0.13,0.00
0.00,0.10,21.71,0.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,2.72,0.00,0.05,2.33,0.11,0.05,2.49,0.12,0.00
0.00,0.10,18.60,0.00,0.00,7.46,0.00,0.00,2.00,0.00,0.00,2.25,0.00,0.05,2.33,0.11,0.05,5.41,0.27,0.00
0.00,0.10,14.51,0.00,0.00,6.80,0.00,0.00,2.00,0.00,0.00,2.25,0.00,0.05,3.80,0.17,0.05,2.50,0.12,0.00
0.00,0.10,10.14,0.00,0.00,2.60,0.00,0.00,1.60,0.00,0.00,1.23,0.00,0.05,2.45,0.11,0.05,2.36,0.12,0.00
-0.00,0.10,4.87,-0.00,0.00,2.00,0.00,0.00,1.50,0.00,0.00,1.17,0.00,0.05,2.00,0.09,0.05,1.98,0.10,0.00
-0.06,0.10,1.98,-0.12,0.00,1.96,0.00,0.00,1.50,0.00,0.00,1.17,0.00,0.05,2.51,0.12,0.05,1.98,0.10,0.00
-0.95,0.13,-0.07,0.07,0.00,1.50,0.00,0.06,1.50,0.08,0.00,1.17,0.00,0.05,2.89,0.13,0.05,1.57,0.08,0.00
-0.95,0.57,-0.63,0.60,0.22,1.95,0.39,0.50,1.50,0.69,0.00,1.23,0.00,0.05,2.01,0.09,0.05,1.57,0.08,0.00
-0.02,1.00,0.10,-0.00,0.45,1.30,0.54,0.50,1.30,0.60,0.00,1.23,0.00,0.05,2.98,0.14,0.05,1.98,0.10,0.00
-0.02,1.00,2.39,-0.04,0.50,1.96,0.90,0.45,1.50,0.62,0.00,1.50,0.00,0.05,9.22,0.42,0.05,2.00,0.10,0.00
0.00,1.00,9.19,0.00,0.50,2.01,0.92,0.33,1.71,0.52,0.12,2.00,0.21,0.05,7.98,0.37,0.05,1.25,0.06,0.00
0.31,0.99,13.55,3.83,0.50,2.00,0.92,0.14,1.50,0.20,0.00,1.23,0.00,0.05,1.98,0.09,0.05,1.25,0.06,0.00
0.00,0.83,12.69,0.00,0.50,1.94,0.89,0.45,1.20,0.49,0.00,1.17,0.01,0.05,1.20,0.06,0.05,1.25,0.06,0.00
0.00,0.83,11.80,0.00,0.50,1.50,0.69,0.45,1.01,0.42,0.00,1.15,0.00,0.05,1.00,0.05,0.05,1.56,0.08,0.00
0.93,0.82,12.75,10.90,0.02,1.15,0.02,0.00,1.01,0.00,0.00,1.12,0.00,0.05,1.55,0.07,0.05,5.41,0.27,0.00
0.00,0.35,6.70,0.00,0.00,1.00,0.00,0.50,1.00,0.46,0.00,0.95,0.00,0.05,1.47,0.07,0.05,4.98,0.25,0.00
0.00,0.35,4.77,0.00,0.00,1.00,0.00,0.50,1.00,0.46,0.00,0.91,0.00,0.05,1.51,0.07,0.05,4.98,0.25,0.00
