BattSchedule_MW,SOC_percent,EnergyPriceDA_$perMWh,EnergyProfit_$,non_spinCapacity,non_spinPrice_$perMW,non_spinRev_$,reg_downCapacity,reg_downPrice_$perMW,reg_downRev_$,spinCapacity,spinPrice_$perMW,spinRev_$,reg_upCapacity,reg_upPrice_$perMW,reg_upRev_$,CapacityObligation
0.00,0.22,44.84,0.00,0.00,0.35,0.00,0.05,4.44,0.22,0.50,0.35,0.16,0.05,0.56,0.03,0.00
0.00,0.22,44.39,0.00,0.00,0.35,0.00,0.05,4.44,0.22,0.49,0.35,0.16,0.05,0.35,0.02,0.00
0.00,0.22,49.32,0.00,0.00,0.35,0.00,0.05,4.89,0.24,0.49,0.35,0.16,0.05,0.35,0.02,0.00
0.00,0.22,52.75,0.00,0.00,0.35,0.00,0.05,4.99,0.25,0.48,0.35,0.16,0.05,0.35,0.02,0.00
0.47,0.22,52.60,22.85,0.00,0.35,0.00,0.05,7.99,0.40,0.48,0.45,0.20,0.05,2.07,0.10,0.00
0.00,0.10,46.89,0.00,0.00,0.35,0.00,0.05,4.62,0.23,0.00,0.45,0.00,0.05,2.07,0.10,0.00
-0.00,0.10,38.47,-0.00,0.00,0.35,0.00,0.05,4.49,0.22,0.00,0.35,0.00,0.05,1.50,0.07,0.00
-0.03,0.10,36.12,-1.19,0.00,0.35,0.00,0.05,4.60,0.23,0.00,0.35,0.00,0.05,1.00,0.05,0.00
-0.95,0.11,34.71,-32.89,0.00,0.35,0.00,0.05,4.62,0.23,0.03,0.35,0.01,0.05,1.13,0.05,0.00
-1.00,0.33,28.65,-28.57,0.00,0.14,0.00,-0.00,5.00,-0.00,0.50,0.14,0.06,0.05,0.67,0.03,0.00
-1.00,0.56,27.04,-26.96,0.00,0.30,0.00,-0.00,5.00,-0.00,0.50,0.30,0.14,0.05,0.69,0.03,0.00
-0.95,0.78,31.06,-29.43,0.45,0.35,0.14,0.05,5.00,0.25,0.50,0.35,0.16,0.05,0.83,0.04,0.00
-0.02,1.00,40.09,-0.61,0.45,0.35,0.14,0.05,4.53,0.23,0.50,0.35,0.16,0.05,1.65,0.08,0.00
0.00,1.00,54.72,0.00,0.45,0.35,0.14,0.05,5.00,0.25,0.50,1.00,0.46,0.05,2.74,0.13,0.00
0.95,1.00,56.92,49.71,0.00,0.76,0.00,0.05,7.00,0.35,0.00,1.00,0.00,0.05,2.47,0.11,0.00
0.95,0.76,55.51,48.44,0.00,1.00,0.00,0.05,6.53,0.33,0.00,1.00,0.00,0.05,1.00,0.05,0.00
0.15,0.52,55.38,7.82,0.30,1.00,0.27,0.05,5.96,0.30,0.50,1.00,0.46,0.05,1.00,0.05,0.00
0.19,0.48,54.93,9.83,0.26,0.83,0.19,0.05,4.88,0.24,0.50,0.83,0.38,0.05,0.83,0.04,0.00
0.25,0.43,54.33,12.29,0.20,0.35,0.07,0.05,5.00,0.25,0.50,0.35,0.16,0.05,0.35,0.02,0.00
0.00,0.37,50.14,0.00,0.14,0.35,0.05,0.05,5.00,0.25,0.50,1.00,0.46,0.05,1.50,0.07,0.00
0.00,0.36,48.58,0.00,0.14,0.35,0.04,0.05,5.93,0.30,0.50,0.50,0.23,0.05,2.30,0.11,0.00
0.00,0.36,45.97,0.00,0.14,0.35,0.04,0.05,4.24,0.21,0.50,0.35,0.16,0.05,0.55,0.03,0.00
0.00,0.36,44.71,0.00,0.13,0.35,0.04,0.05,4.53,0.23,0.50,0.35,0.16,0.05,0.59,0.03,0.00
0.00,0.36,44.45,0.00,0.13,0.35,0.04,0.05,4.82,0.24,0.50,0.35,0.16,0.05,0.46,0.02,0.00
0.00,0.36,44.17,0.00,0.13,0.35,0.04,0.05,4.78,0.24,0.50,0.35,0.16,0.05,0.35,0.02,0.00
0.00,0.35,45.02,0.00,0.13,0.35,0.04,0.05,4.26,0.21,0.50,0.35,0.16,0.05,0.35,0.02,0.00
0.00,0.35,51.51,0.00,0.13,0.35,0.04,0.05,5.68,0.28,0.50,0.35,0.16,0.05,0.35,0.02,0.00
1.00,0.35,59.69,54.88,0.00,0.35,0.00,0.05,6.28,0.31,0.00,0.35,0.00,-0.00,0.35,-0.00,0.00
0.00,0.10,52.91,0.04,0.00,0.35,0.00,0.05,5.99,0.30,0.00,0.45,0.00,0.05,0.69,0.03,0.00
0.00,0.10,41.74,0.00,0.00,0.35,0.00,0.05,5.03,0.25,0.00,0.45,0.00,0.05,1.86,0.08,0.00
0.00,0.10,22.48,0.00,0.00,0.35,0.00,0.05,5.03,0.25,0.00,0.86,0.00,0.05,1.10,0.05,0.00
-0.09,0.10,17.75,-1.52,0.00,0.35,0.00,0.05,5.03,0.25,0.00,0.35,0.00,0.05,0.59,0.03,0.00
-0.95,0.12,15.02,-14.23,0.00,0.35,0.00,0.05,5.00,0.25,0.08,0.35,0.03,0.05,0.59,0.03,0.00
-0.95,0.34,13.81,-13.08,0.11,0.14,0.01,0.05,5.14,0.26,0.50,0.14,0.06,0.05,0.37,0.02,0.00
-1.00,0.56,10.19,-10.16,0.00,0.14,0.00,0.00,6.41,0.00,0.50,0.14,0.06,0.05,0.92,0.04,0.00
-0.95,0.78,15.28,-14.48,0.45,0.14,0.06,0.05,5.00,0.25,0.50,0.14,0.06,0.05,0.73,0.03,0.00
-0.02,1.00,42.03,-0.64,0.45,0.35,0.14,0.05,6.57,0.33,0.50,0.35,0.16,0.05,2.35,0.11,0.00
0.00,1.00,62.09,0.00,0.45,0.45,0.19,0.05,12.40,0.62,0.50,0.45,0.21,0.05,1.01,0.05,0.00
0.00,1.00,63.16,0.00,0.50,0.70,0.32,0.05,7.00,0.35,0.45,0.70,0.29,0.05,0.94,0.04,0.00
0.00,0.99,63.19,0.00,0.50,0.85,0.39,0.05,6.99,0.35,0.45,0.85,0.35,0.05,1.09,0.05,0.00
0.00,0.99,63.27,0.00,0.50,1.00,0.46,0.05,6.11,0.30,0.45,1.00,0.41,0.05,1.06,0.05,0.00
0.00,0.99,63.26,0.00,0.50,0.76,0.35,0.05,5.40,0.27,0.45,0.76,0.31,0.05,0.76,0.03,0.00
0.00,0.98,62.87,0.00,0.50,0.35,0.16,0.05,6.33,0.32,0.45,0.35,0.14,0.05,0.39,0.02,0.00
0.00,0.98,62.41,0.00,0.45,0.35,0.14,0.05,5.79,0.29,0.50,0.45,0.21,0.05,0.69,0.03,0.00
0.00,0.97,61.43,0.00,0.45,0.35,0.14,0.05,4.63,0.23,0.50,0.68,0.31,0.05,2.30,0.11,0.00
0.47,0.97,67.56,29.19,0.48,0.35,0.15,0.05,5.00,0.25,0.00,0.35,0.00,0.05,0.40,0.02,0.00
0.00,0.85,60.18,0.00,0.45,0.35,0.14,0.05,5.00,0.25,0.50,0.35,0.16,0.05,0.85,0.04,0.00
0.00,0.85,60.17,0.00,0.45,0.35,0.14,0.05,5.00,0.25,0.50,0.35,0.16,0.05,0.90,0.04,0.00
0.00,0.84,59.57,0.00,0.45,0.35,0.14,0.05,5.00,0.25,0.50,0.35,0.16,0.05,0.85,0.04,0.00
0.00,0.84,61.04,0.00,0.45,0.35,0.14,0.05,5.00,0.25,0.50,0.35,0.16,0.05,0.43,0.02,0.00
1.00,0.84,68.96,63.41,0.00,0.35,0.00,0.05,5.77,0.29,0.00,0.35,0.00,-0.00,0.36,-0.00,0.00
1.00,0.59,78.61,72.28,0.00,0.35,0.00,0.05,7.31,0.36,0.00,0.45,0.00,-0.00,1.10,-0.00,0.00
0.95,0.34,71.06,62.07,0.00,0.35,0.00,0.05,6.56,0.33,0.00,0.45,0.00,0.05,5.00,0.23,0.00
0.00,0.10,56.79,0.05,0.00,0.35,0.00,0.05,6.17,0.31,0.00,0.45,0.00,0.05,5.00,0.23,0.00
0.00,0.10,42.41,0.00,0.00,0.35,0.00,0.05,5.85,0.29,0.00,0.45,0.00,0.05,1.50,0.06,0.00
-0.01,0.10,33.48,-0.32,0.00,0.35,0.00,0.05,5.91,0.29,0.00,0.45,0.00,0.05,1.50,0.06,0.00
-0.98,0.10,27.27,-26.77,0.00,0.35,0.00,0.02,5.72,0.09,0.00,0.35,0.00,0.05,0.54,0.02,0.00
-1.00,0.33,25.55,-25.48,0.10,0.35,0.03,-0.00,6.24,-0.00,0.50,0.35,0.16,0.05,0.53,0.02,0.00
-1.00,0.56,23.59,-23.52,0.33,0.35,0.11,-0.00,6.45,-0.00,0.50,0.35,0.16,0.05,0.59,0.03,0.00
-0.95,0.78,32.50,-30.79,0.45,0.35,0.14,0.05,6.23,0.31,0.50,0.35,0.16,0.05,0.59,0.03,0.00
-0.02,1.00,54.59,-0.83,0.45,0.35,0.14,0.05,6.05,0.30,0.50,0.35,0.16,0.05,1.88,0.09,0.00
0.00,1.00,74.90,0.00,0.50,0.35,0.16,0.05,7.99,0.40,0.45,0.35,0.14,0.05,2.14,0.10,0.00
0.51,1.00,75.67,35.60,0.44,0.76,0.31,0.05,7.11,0.35,0.00,0.76,0.00,0.05,0.76,0.03,0.00
0.45,0.87,75.87,31.39,0.50,0.96,0.44,0.05,6.11,0.30,0.00,0.96,0.00,0.05,0.96,0.04,0.00
0.45,0.75,75.90,31.40,0.50,1.00,0.46,0.05,7.99,0.40,0.00,1.00,0.00,0.05,1.00,0.05,0.00
1.00,0.64,75.73,69.63,0.00,0.60,0.00,0.05,7.17,0.36,0.00,0.60,0.00,-0.00,0.60,-0.00,0.00
0.29,0.39,75.46,20.04,0.16,0.63,0.09,0.05,7.42,0.37,0.50,1.00,0.46,0.05,1.00,0.05,0.00
0.36,0.31,75.09,25.07,0.09,0.35,0.03,0.05,6.74,0.34,0.50,0.45,0.21,0.05,0.93,0.04,0.00
0.47,0.22,74.86,32.50,0.00,0.35,0.00,0.05,5.00,0.25,0.48,0.45,0.20,0.05,1.25,0.06,0.00
0.00,0.10,69.06,0.00,0.00,0.35,0.00,0.05,4.21,0.21,0.00,0.35,0.00,0.05,1.30,0.06,0.00
0.00,0.10,68.49,0.00,0.00,0.35,0.00,0.05,4.25,0.21,0.00,0.35,0.00,0.05,0.58,0.03,0.00
0.00,0.10,67.80,0.00,0.00,0.35,0.00,0.05,4.38,0.22,0.00,0.35,0.00,0.05,0.50,0.02,0.00
0.00,0.10,66.85,0.00,0.00,0.35,0.00,0.05,4.00,0.20,0.00,0.35,0.00,0.05,0.58,0.03,0.00
0.00,0.10,65.40,0.00,0.00,0.35,0.00,0.05,4.05,0.20,0.00,0.35,0.00,0.05,0.66,0.03,0.00
0.00,0.10,68.77,0.00,0.00,0.35,0.00,0.05,4.58,0.23,0.00,0.35,0.00,0.05,0.35,0.02,0.00
0.00,0.10,68.96,0.00,0.00,0.35,0.00,0.05,5.75,0.29,0.00,0.35,0.00,0.05,1.00,0.05,0.00
0.00,0.10,64.94,0.05,0.00,0.35,0.00,0.05,5.00,0.25,0.00,0.50,0.00,0.05,2.43,0.11,0.00
0.00,0.10,43.21,0.00,0.00,0.35,0.00,0.05,5.00,0.25,0.00,0.45,0.00,0.05,4.26,0.18,0.00
0.00,0.10,32.75,0.00,0.00,0.35,0.00,0.05,5.00,0.25,0.00,1.00,0.00,0.05,1.50,0.06,0.00
-0.02,0.10,23.09,-0.53,0.00,0.35,0.00,0.05,5.00,0.25,0.00,0.35,0.00,0.05,1.00,0.04,0.00
-0.95,0.11,22.21,-21.04,0.00,0.35,0.00,0.05,5.00,0.25,0.02,0.35,0.01,0.05,1.02,0.05,0.00
-1.00,0.32,10.17,-10.14,0.00,0.14,0.00,-0.00,5.00,-0.00,0.00,0.14,0.00,0.05,0.66,0.03,0.00
-1.00,0.55,8.29,-8.27,0.00,0.14,0.00,-0.00,5.00,-0.00,0.00,0.14,0.00,0.05,0.77,0.04,0.00
-0.95,0.78,18.66,-17.68,0.45,0.17,0.07,0.05,6.18,0.31,0.50,0.17,0.08,0.05,0.92,0.04,0.00
-0.02,1.00,41.47,-0.63,0.45,0.35,0.14,0.05,5.41,0.27,0.50,0.35,0.16,0.05,2.21,0.10,0.00
0.00,1.00,67.42,0.00,0.45,0.36,0.15,0.05,5.93,0.30,0.50,0.45,0.21,0.05,2.09,0.10,0.00
0.44,1.00,68.17,27.58,0.50,0.36,0.17,0.05,5.76,0.29,0.01,0.36,0.00,0.05,1.50,0.07,0.00
0.00,0.88,68.00,0.00,0.50,1.00,0.46,0.05,5.76,0.29,0.45,1.00,0.41,0.05,1.20,0.06,0.00
0.00,0.88,67.53,0.00,0.50,0.84,0.39,0.05,5.30,0.26,0.45,0.84,0.35,0.05,0.84,0.04,0.00
0.00,0.88,67.20,0.00,0.50,0.62,0.28,0.05,5.00,0.25,0.45,0.62,0.25,0.05,0.62,0.03,0.00
0.00,0.87,67.80,0.00,0.50,0.35,0.16,0.05,5.00,0.25,0.45,0.35,0.14,0.05,0.35,0.02,0.00
0.00,0.87,67.58,0.00,0.50,0.35,0.16,0.05,5.00,0.25,0.45,0.35,0.14,0.05,0.35,0.02,0.00
0.00,0.87,66.59,0.00,0.45,0.35,0.14,0.05,7.99,0.40,0.50,0.74,0.34,0.05,0.75,0.03,0.00
1.00,0.86,68.34,62.83,0.00,0.35,0.00,0.05,4.21,0.21,0.00,0.38,0.00,-0.00,0.38,-0.00,0.00
0.00,0.61,63.77,0.00,0.39,0.35,0.12,0.05,4.24,0.21,0.50,0.35,0.16,0.05,0.35,0.02,0.00
0.00,0.61,60.83,0.00,0.38,0.35,0.12,0.05,4.21,0.21,0.50,0.35,0.16,0.05,0.35,0.02,0.00
0.00,0.61,60.24,0.00,0.38,0.33,0.12,0.05,4.19,0.21,0.50,0.33,0.15,0.05,0.33,0.02,0.00
0.00,0.60,61.79,0.00,0.38,0.35,0.12,0.05,4.66,0.23,0.50,0.35,0.16,0.05,0.35,0.02,0.00
1.00,0.60,68.01,62.53,0.00,0.35,0.00,0.05,5.37,0.27,0.00,0.35,0.00,0.00,0.35,0.00,0.00
1.00,0.35,69.65,64.04,0.00,0.35,0.00,0.05,5.31,0.26,0.00,0.45,0.00,-0.00,0.69,-0.00,0.00
0.00,0.10,62.28,0.00,0.00,0.35,0.00,0.05,8.80,0.44,0.00,1.00,0.00,0.05,3.64,0.17,0.00
0.00,0.10,48.06,0.04,0.00,0.35,0.00,0.05,6.58,0.33,0.00,1.00,0.00,0.05,5.00,0.23,0.00
0.00,0.10,26.26,0.00,0.00,0.35,0.00,0.05,6.51,0.32,0.00,1.00,0.00,0.05,1.50,0.06,0.00
-0.14,0.10,20.87,-2.97,0.00,0.35,0.00,0.05,7.69,0.38,0.00,0.35,0.00,0.05,1.00,0.04,0.00
-0.95,0.13,17.91,-16.97,0.00,0.35,0.00,0.05,7.39,0.37,0.13,0.35,0.04,0.05,0.55,0.03,0.00
-0.95,0.35,12.80,-12.12,0.13,0.35,0.04,0.05,8.58,0.43,0.50,0.35,0.16,0.05,0.44,0.02,0.00
-0.95,0.57,12.65,-11.99,0.34,0.35,0.11,0.05,8.18,0.41,0.50,0.35,0.16,0.05,0.38,0.02,0.00
-0.95,0.78,18.08,-17.13,0.45,0.35,0.14,0.05,10.00,0.50,0.50,0.35,0.16,0.05,0.40,0.02,0.00
-0.02,1.00,48.10,-0.73,0.45,0.35,0.14,0.05,7.30,0.36,0.50,0.35,0.16,0.05,2.04,0.09,0.00
0.00,1.00,71.99,0.00,0.45,0.37,0.15,0.05,8.30,0.41,0.50,0.41,0.19,0.05,2.95,0.14,0.00
0.00,1.00,75.39,0.00,0.50,0.92,0.42,0.05,6.43,0.32,0.45,0.92,0.38,0.05,2.64,0.12,0.00
0.00,0.99,75.69,0.00,0.50,1.00,0.46,0.05,5.03,0.25,0.45,1.00,0.41,0.05,3.40,0.16,0.00
0.00,0.99,75.81,0.00,0.50,1.00,0.46,0.05,6.11,0.30,0.45,1.00,0.41,0.05,1.50,0.07,0.00
0.00,0.99,75.41,0.00,0.50,0.64,0.29,0.05,6.11,0.30,0.45,0.64,0.27,0.05,1.45,0.07,0.00
0.42,0.98,75.35,29.02,0.50,0.45,0.21,0.05,6.11,0.30,0.03,0.45,0.01,0.05,1.18,0.05,0.00
0.00,0.87,74.25,0.00,0.50,0.35,0.16,0.05,5.73,0.29,0.45,0.35,0.14,0.05,1.50,0.07,0.00
0.00,0.87,73.16,0.00,0.45,0.35,0.14,0.05,7.24,0.36,0.50,1.00,0.46,0.05,1.00,0.05,0.00
0.00,0.87,71.23,0.00,0.50,0.23,0.11,0.05,5.00,0.25,0.45,0.23,0.10,0.05,0.48,0.02,0.00
0.00,0.86,70.44,0.00,0.50,0.21,0.10,0.05,4.20,0.21,0.45,0.21,0.09,0.05,0.72,0.03,0.00
0.00,0.86,70.70,0.00,0.50,0.14,0.06,0.05,4.18,0.21,0.45,0.14,0.06,0.05,0.14,0.01,0.00
0.00,0.86,70.71,0.00,0.50,0.35,0.16,0.05,5.00,0.25,0.45,0.35,0.14,0.05,0.38,0.02,0.00
0.00,0.85,72.08,0.00,0.50,0.65,0.30,0.05,5.00,0.25,0.45,0.65,0.27,0.05,0.65,0.03,0.00
1.00,0.85,89.74,82.51,0.00,0.83,0.00,0.05,5.72,0.29,0.00,0.83,0.00,-0.00,0.83,-0.00,0.00
1.00,0.60,106.17,97.62,0.00,0.76,0.00,0.05,6.07,0.30,0.00,0.76,0.00,-0.00,0.76,-0.00,0.00
1.00,0.35,101.20,93.05,0.00,1.00,0.00,0.05,9.11,0.45,0.00,1.00,0.00,-0.00,2.43,-0.00,0.00
0.00,0.10,53.96,0.00,0.00,1.00,0.00,0.05,8.03,0.40,0.00,1.00,0.00,0.05,2.07,0.09,0.00
0.00,0.10,42.60,0.00,0.00,0.35,0.00,0.05,7.01,0.35,0.00,0.35,0.00,0.05,1.41,0.06,0.00
-0.95,0.10,35.16,-33.31,0.00,1.00,0.00,0.05,7.21,0.36,0.00,1.00,0.00,0.05,1.43,0.06,0.00
-0.13,0.32,35.78,-4.60,0.09,0.54,0.05,0.05,7.51,0.37,0.50,0.54,0.25,0.05,0.87,0.04,0.00
-0.95,0.35,32.39,-30.69,0.00,0.14,0.00,0.05,8.39,0.42,0.50,0.14,0.06,0.05,0.46,0.02,0.00
-0.95,0.56,30.41,-28.81,0.00,0.14,0.00,0.05,8.22,0.41,0.50,0.14,0.06,0.05,0.34,0.02,0.00
-0.95,0.78,33.09,-31.35,0.00,0.14,0.00,0.05,8.58,0.43,0.50,0.14,0.06,0.05,0.34,0.02,0.00
-0.01,1.00,60.15,-0.33,0.00,0.14,0.00,0.05,10.00,0.50,0.50,0.14,0.06,0.05,0.71,0.03,0.00
0.00,1.00,100.78,0.00,0.50,1.00,0.46,0.05,9.47,0.47,0.45,1.00,0.41,0.05,1.56,0.07,0.00
1.00,1.00,103.56,95.21,0.00,1.86,0.00,0.05,10.00,0.50,0.00,1.86,0.00,-0.00,1.90,-0.00,0.00
1.00,0.75,103.23,94.91,0.00,1.00,0.00,0.05,7.99,0.40,0.00,1.00,0.00,-0.00,2.10,-0.00,0.00
0.73,0.50,101.81,68.79,0.22,1.00,0.20,0.05,6.11,0.30,0.00,1.00,0.00,0.05,1.14,0.05,0.00
0.36,0.31,101.17,33.78,0.09,1.00,0.08,0.05,6.09,0.30,0.50,1.00,0.46,0.05,1.00,0.05,0.00
0.47,0.22,100.67,43.74,0.00,1.00,0.00,0.05,6.11,0.30,0.48,1.00,0.44,0.05,1.16,0.05,0.00
0.00,0.10,91.50,0.00,0.00,0.38,0.00,0.05,5.79,0.29,0.00,1.00,0.00,0.05,6.48,0.30,0.00
0.00,0.10,85.14,0.00,0.00,0.35,0.00,0.05,6.11,0.30,0.00,0.35,0.00,0.05,1.50,0.07,0.00
0.00,0.10,76.19,0.00,0.00,0.35,0.00,0.05,4.52,0.23,0.00,0.69,0.00,0.05,1.50,0.07,0.00
-0.54,0.10,70.99,-38.42,0.00,0.35,0.00,0.05,5.00,0.25,0.00,0.45,0.00,0.05,1.00,0.05,0.00
-0.01,0.23,70.78,-0.39,0.00,0.35,0.00,0.05,4.84,0.24,0.50,0.45,0.21,0.05,1.00,0.05,0.00
-0.56,0.23,70.70,-39.71,0.00,0.35,0.00,0.05,5.00,0.25,0.50,0.50,0.23,0.05,0.84,0.04,0.00
0.00,0.35,72.56,0.00,0.13,0.35,0.04,0.05,4.91,0.24,0.50,0.45,0.21,0.05,0.71,0.03,0.00
0.00,0.35,81.38,0.00,0.13,0.35,0.04,0.05,5.00,0.25,0.50,0.81,0.37,0.05,0.81,0.04,0.00
