BattSchedule_MW,SOC_percent,EnergyPriceDA_USDperMWh,EnergyProfit_USD,DRHCapacity,DRHPrice_USDperMW,DRHRev_USD,DCHCapacity,DCHPrice_USDperMW,DCHRev_USD,LFSCapacity,LFSPrice_USDperMW,LFSRev_USD,DMLCapacity,DMLPrice_USDperMW,DMLRev_USD,DLCapacity,DLPrice_USDperMW,DLRev_USD,DMHCapacity,DMHPrice_USDperMW,DMHRev_USD,DCLCapacity,DCLPrice_USDperMW,DCLRev_USD,DRLCapacity,DRLPrice_USDperMW,DRLRev_USD,DHCapacity,DHPrice_USDperMW,DHRev_USD,CapacityObligation,BMBuyPrice,BMSellPrice,BMBuyBackValue_USD
-1.00,0.32,10.39,-10.39,0.01,2.22,0.01,0.42,12.69,4.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,6.88,0.18,-0.00,5.95,-0.00,0.00,4.56,0.00,0.00,0.00,0.00,0.00,-52.92,-52.92,6.33
-1.00,0.54,6.53,-6.53,0.05,2.22,0.10,0.42,12.69,4.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,6.88,0.18,-0.00,5.95,-0.00,0.00,4.56,0.00,0.00,0.00,0.00,0.00,-55.03,-55.03,6.16
-1.00,0.77,10.05,-10.05,0.05,2.22,0.10,0.42,12.69,4.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,6.88,0.18,-0.00,5.95,-0.00,0.00,4.56,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.96
-0.00,1.00,35.64,-0.08,0.05,2.22,0.10,0.42,12.69,4.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,6.88,0.18,0.41,5.95,2.42,0.02,4.56,0.09,0.00,0.00,0.00,0.00,26.33,26.33,0.00
-0.00,1.00,84.10,-0.24,0.05,0.87,0.04,0.36,2.10,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,6.40,0.22,0.33,2.10,0.70,0.02,13.00,0.26,0.00,0.00,0.00,0.00,75.94,75.94,0.00
-0.00,1.00,121.89,-0.35,0.05,0.87,0.04,0.36,2.10,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,6.40,0.22,0.33,2.10,0.70,0.02,13.00,0.26,0.00,0.00,0.00,0.00,10.50,10.50,0.03
0.00,1.00,138.06,0.00,0.05,0.87,0.04,0.36,2.10,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,6.40,0.22,0.33,2.10,0.70,0.02,13.00,0.26,0.00,0.00,0.00,0.00,10.00,10.00,0.00
0.00,1.00,145.03,0.00,0.05,0.87,0.04,0.36,2.10,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,6.40,0.22,0.33,2.10,0.70,0.02,13.00,0.26,0.00,0.00,0.00,0.00,11.75,11.75,0.00
0.00,1.00,144.01,0.00,0.00,0.09,0.00,0.31,1.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,6.60,0.21,0.30,1.26,0.38,0.02,17.00,0.34,0.00,0.00,0.00,0.00,18.38,18.38,0.00
0.00,1.00,138.98,0.00,0.00,0.09,0.00,0.31,1.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,6.60,0.21,0.30,1.26,0.37,0.02,17.00,0.34,0.00,0.00,0.00,0.00,12.12,12.12,0.00
